ProductName,Category,Price,Rating,NumReviews,Discount,InStock,Description
Product_0,Home,466.73795841697006,3.865293552250729,310,35.33171317337982,No,Sample product description 0
Product_1,Sports,286.9152599587124,1.2883373439946935,869,18.72401999840085,No,Sample product description 1
Product_2,Clothing,351.3589036996772,1.2850269110610344,885,18.474096701569014,No,Sample product description 2
Product_3,Sports,462.02469677687486,1.0484339009395498,977,2.26596394804473,No,Sample product description 3
Product_4,Sports,356.5469308135653,4.82600559319792,153,17.49724697648199,No,Sample product description 4
Product_5,Books,84.74413102798806,3.950033437836028,389,46.464420113102975,Yes,Sample product description 5
Product_6,Clothing,292.38129648173845,2.4130056340082566,259,18.96132685902245,Yes,Sample product description 6
Product_7,Clothing,307.2903727275994,2.186142325150621,619,41.568385311098496,Yes,Sample product description 7
Product_8,Clothing,217.82402893816914,2.398812918983398,882,42.1162752374967,Yes,Sample product description 8
Product_9,Sports,370.8576754561142,4.098614124724728,796,18.662057818961692,Yes,Sample product description 9
Product_10,Home,467.8398372368173,3.6454824442816576,570,31.599434019809454,Yes,Sample product description 10
Product_11,Clothing,463.5285713243204,1.7407822714698717,124,4.7685801136529316,No,Sample product description 11
Product_12,Sports,230.91129198802474,1.6964373413363374,353,5.183929036713825,No,Sample product description 12
Product_13,Books,65.48664246197006,1.3935825988535893,272,2.4328831830856656,Yes,Sample product description 13
Product_14,Home,492.57218749154396,3.6412108788053525,618,29.050754668755474,No,Sample product description 14
Product_15,Books,421.0600623585077,4.057490648886944,810,21.303548881304852,Yes,Sample product description 15
Product_16,Home,71.08471378960076,2.060185713300016,244,27.401617833212004,No,Sample product description 16
Product_17,Sports,461.21252248251244,1.0837798441236512,847,26.05365952541939,No,Sample product description 17
Product_18,Electronics,436.24921741044284,1.3286866699057094,449,17.510149554536515,No,Sample product description 18
Product_19,Home,264.2306479917753,4.871440139380121,929,33.87367074117365,No,Sample product description 19
Product_20,Books,299.7249635150153,2.181779109909681,246,37.925094045819534,No,Sample product description 20
Product_21,Sports,205.51132489636382,4.076892591352534,519,0.7314129438837857,No,Sample product description 21
Product_22,Home,36.83320302279535,3.498654275417055,140,10.362114988443915,Yes,Sample product description 22
Product_23,Electronics,174.24664840649146,2.5277585586115836,361,35.66179340416684,Yes,Sample product description 23
Product_24,Electronics,403.3981898130256,1.8227490487822204,7,19.33100863169171,No,Sample product description 24
Product_25,Clothing,12.2696912722554,1.4855456726376257,477,33.12419734708041,Yes,Sample product description 25
Product_26,Clothing,173.41459412866064,3.4600518721554665,351,17.348132986727922,No,Sample product description 26
Product_27,Books,205.1026598595622,4.0985351225511515,995,19.537757616481855,Yes,Sample product description 27
Product_28,Home,273.3238454395822,3.5756170141645227,494,7.933943684484246,No,Sample product description 28
Product_29,Home,460.72925204225265,3.1212085329966333,605,12.911550983308,Yes,Sample product description 29
Product_30,Clothing,179.709537239321,1.167804893726545,832,30.270587875379363,No,Sample product description 30
Product_31,Home,180.00706892915156,4.873955110377535,426,21.65815556575832,Yes,Sample product description 31
Product_32,Home,371.3756115737767,4.194856766618298,38,38.715134147229755,No,Sample product description 32
Product_33,Electronics,231.5867910360055,2.171288146803859,592,42.62924774691714,Yes,Sample product description 33
Product_34,Clothing,120.05636324059117,4.919881317435403,186,27.082320910837993,No,Sample product description 34
Product_35,Sports,231.69536290501978,3.4075263585452884,595,37.91336460280296,No,Sample product description 35
Product_36,Clothing,79.01993998610193,3.329690632828986,599,15.3452256597285,No,Sample product description 36
Product_37,Sports,96.42962338804942,3.9922927177181284,753,20.74856077000391,Yes,Sample product description 37
Product_38,Electronics,254.20020864234507,4.24707915236055,853,35.63888381084155,Yes,Sample product description 38
Product_39,Books,215.27347025722847,3.6259144293260106,92,19.310599640851535,Yes,Sample product description 39
Product_40,Home,458.274491523369,1.5123829854648,85,29.42524675794944,No,Sample product description 40
Product_41,Electronics,187.57301056715022,2.3530700239779936,43,9.268638954125574,Yes,Sample product description 41
Product_42,Home,294.4882916362413,4.712334561304199,136,29.9885657485249,No,Sample product description 42
Product_43,Books,319.8095010805699,1.8984624473754077,420,43.07568536134468,Yes,Sample product description 43
Product_44,Books,16.41628372828348,2.4886680953500533,73,43.431981991171284,Yes,Sample product description 44
Product_45,Electronics,335.13331228818816,2.728307531776784,547,36.21722031647698,Yes,Sample product description 45
Product_46,Books,97.2376237661782,2.7576199587778087,612,37.2876689538063,Yes,Sample product description 46
Product_47,Sports,480.92445556003304,3.451758329978102,987,27.896372257535035,No,Sample product description 47
Product_48,Books,82.84473659902535,4.772303350978831,511,29.233404508291237,Yes,Sample product description 48
Product_49,Home,213.16582062624164,1.9627708473300198,155,6.6825290705259,Yes,Sample product description 49
Product_50,Home,51.82133735853549,1.4860055052036723,937,22.192959421065055,No,Sample product description 50
Product_51,Home,498.4683834045142,1.7898819594397493,254,22.538814194318192,No,Sample product description 51
Product_52,Home,256.07555506230887,4.547699600837078,170,47.92489178338701,Yes,Sample product description 52
Product_53,Sports,301.73865848682146,3.583243250620824,980,21.554343131164472,Yes,Sample product description 53
Product_54,Clothing,42.867473920329466,2.1436271569566405,727,27.467132245137883,No,Sample product description 54
Product_55,Electronics,377.4806304955971,4.2637877558744695,169,26.662569963955125,No,Sample product description 55
Product_56,Home,112.85374061683703,4.445479985453744,763,31.83808585221636,No,Sample product description 56
Product_57,Books,450.0466018259497,4.386057354761112,871,37.411641566594795,Yes,Sample product description 57
Product_58,Home,110.51842383618352,4.675706134558218,321,11.252093808543606,Yes,Sample product description 58
Product_59,Books,103.43698312519662,2.0089640806934463,566,26.436220954921787,Yes,Sample product description 59
Product_60,Books,27.90933724556649,4.020167714985114,455,41.295885365801524,No,Sample product description 60
Product_61,Home,241.31280310389963,2.84215798909656,943,23.155735691875574,No,Sample product description 61
Product_62,Sports,286.77215529868204,4.367994211560246,602,13.922877318678651,No,Sample product description 62
Product_63,Books,42.19723331989266,3.913962708646453,789,32.73545376781495,Yes,Sample product description 63
Product_64,Books,390.00853218055516,4.1057897859988985,612,41.18836978995615,No,Sample product description 64
Product_65,Home,232.11152902653353,3.624647350724286,154,3.157014646369566,Yes,Sample product description 65
Product_66,Books,266.95123197051424,1.7097150778788275,888,38.83952417036136,No,Sample product description 66
Product_67,Books,225.9737459997318,3.1801076755877533,348,41.08239664808856,Yes,Sample product description 67
Product_68,Home,206.37389982890974,4.938678958098032,450,23.07614637943034,Yes,Sample product description 68
Product_69,Home,284.22376234102677,4.749552265988475,875,49.16528284092337,No,Sample product description 69
Product_70,Electronics,86.06772050604913,1.1726949431880467,652,39.33541703536545,Yes,Sample product description 70
Product_71,Sports,99.14478394268285,1.6592592629177485,172,38.68312824478329,No,Sample product description 71
Product_72,Sports,432.2749542966235,1.5269150938182476,9,37.39192872060359,Yes,Sample product description 72
Product_73,Books,473.59657644548,3.903919639941182,739,7.5304051609137,No,Sample product description 73
Product_74,Sports,192.92156497707893,4.27114131942778,264,10.861544322650541,No,Sample product description 74
Product_75,Books,142.66488984034135,1.8540454652426877,437,23.19950657322125,Yes,Sample product description 75
Product_76,Electronics,325.55977618711773,3.023410771807316,759,13.200217497973293,No,Sample product description 76
Product_77,Home,210.27974383806725,4.3628121120448,246,20.76204861670202,Yes,Sample product description 77
Product_78,Home,22.439314273568982,3.9312061790650024,666,44.42320549614603,No,Sample product description 78
Product_79,Home,86.51477270943327,3.168948821967393,545,41.21634459396346,No,Sample product description 79
Product_80,Sports,360.8263921352248,3.3613907618350916,498,31.501993923999112,No,Sample product description 80
Product_81,Electronics,332.87273153597414,3.03344218766512,128,42.90601971255518,No,Sample product description 81
Product_82,Sports,23.27703632670691,2.1901938052752823,671,39.18861945086246,Yes,Sample product description 82
Product_83,Sports,118.76635934714523,3.2600879714360644,600,21.449246592044524,No,Sample product description 83
Product_84,Electronics,123.22665032815499,3.7555412082003627,604,10.053257602497256,No,Sample product description 84
Product_85,Electronics,339.22744436337695,4.49329166344323,326,25.71005200046696,Yes,Sample product description 85
Product_86,Electronics,19.658163499638434,3.5451654159169923,752,36.8114441264275,Yes,Sample product description 86
Product_87,Electronics,61.01320517244118,4.044486148172632,834,21.820979936479652,Yes,Sample product description 87
Product_88,Home,401.9588818328628,1.640286539818292,979,33.33859548919486,Yes,Sample product description 88
Product_89,Clothing,97.48688440662347,2.8462298976791596,403,4.716371314552181,Yes,Sample product description 89
Product_90,Clothing,329.84559284741863,1.0373264793083732,628,37.40023681857017,Yes,Sample product description 90
Product_91,Electronics,126.709562712896,1.986715458086492,605,40.6356809946531,No,Sample product description 91
Product_92,Clothing,58.726282452079126,3.9058468604520193,674,35.34189278902706,Yes,Sample product description 92
Product_93,Clothing,129.1543735897325,4.967239805397454,610,48.36317937631828,No,Sample product description 93
Product_94,Electronics,363.910796609273,1.3967123983488636,624,41.33260287303202,Yes,Sample product description 94
Product_95,Clothing,429.29126937208,2.605977263445153,358,45.154686393826914,No,Sample product description 95
Product_96,Sports,416.8077336378259,4.200283874796638,602,46.6785541728824,No,Sample product description 96
Product_97,Books,204.61992951304288,1.8161425385155954,857,40.067399593690425,No,Sample product description 97
Product_98,Books,337.36171691961664,3.220339797209145,717,33.71294210032495,Yes,Sample product description 98
Product_99,Electronics,110.44230475375228,3.932285184118699,16,0.2859290680394644,Yes,Sample product description 99
Product_100,Home,153.6423878278965,3.463941801040716,273,23.291287661156236,Yes,Sample product description 100
Product_101,Electronics,449.20455107534866,1.7520989384616645,684,28.55811493111805,Yes,Sample product description 101
Product_102,Home,16.370942520260655,2.4215382747429577,115,15.20151362239998,No,Sample product description 102
Product_103,Books,51.89918011868936,4.135167137941589,860,15.905222345173604,Yes,Sample product description 103
Product_104,Electronics,111.8642650215534,3.2169060565280665,979,48.05797078550826,No,Sample product description 104
Product_105,Sports,23.00077989817166,1.020918454171651,692,44.58554326013729,No,Sample product description 105
Product_106,Clothing,98.90336319400069,4.043963040112375,90,42.45895027508521,Yes,Sample product description 106
Product_107,Home,295.69036487514916,1.1412454197609563,81,20.30059008530553,Yes,Sample product description 107
Product_108,Clothing,216.49802979032398,3.9829351309249286,323,0.6849275204457272,Yes,Sample product description 108
Product_109,Clothing,447.40913842771766,1.8099222406609496,960,4.011112322785704,No,Sample product description 109
Product_110,Electronics,410.547345251836,4.832293920477521,113,15.609818410880184,Yes,Sample product description 110
Product_111,Clothing,177.49050233195922,2.471763005208338,768,0.7871456497838492,No,Sample product description 111
Product_112,Sports,137.11748238133333,2.3077264653523164,57,0.8574890957599057,Yes,Sample product description 112
Product_113,Clothing,196.0492800019608,1.5955522013297787,153,45.83016508212055,No,Sample product description 113
Product_114,Electronics,299.24452183225577,2.2224168619608595,876,35.307925105952705,Yes,Sample product description 114
Product_115,Sports,141.35118400320937,4.506603047312803,403,15.447799503407634,Yes,Sample product description 115
Product_116,Books,315.83296484607564,4.985337350508989,627,6.632228880047658,No,Sample product description 116
Product_117,Clothing,210.6117095737078,2.4732381220273933,854,25.581785894753857,Yes,Sample product description 117
Product_118,Electronics,280.5031186174703,2.7944425238181703,265,0.26730804271822284,Yes,Sample product description 118
Product_119,Books,223.70199927630517,3.888283752810948,314,46.9206871929072,Yes,Sample product description 119
Product_120,Books,154.28822217553966,4.5447831218602985,714,20.74075596944736,Yes,Sample product description 120
Product_121,Home,474.74212041145677,3.3721773367471366,40,20.116747761866637,Yes,Sample product description 121
Product_122,Sports,384.1668391382828,2.5661027927113174,104,19.529680379089108,Yes,Sample product description 122
Product_123,Clothing,78.65545612556174,2.650487363394495,900,3.466416519388238,Yes,Sample product description 123
Product_124,Electronics,435.5493081899773,3.7824725859872275,889,31.91611198959133,No,Sample product description 124
Product_125,Home,248.84128714226168,1.0128730544171147,192,36.65018098141767,No,Sample product description 125
Product_126,Sports,448.3305911781048,3.4783573498393627,400,33.806269879414515,Yes,Sample product description 126
Product_127,Home,401.92907541418447,2.4219720417654296,277,6.921774666469716,Yes,Sample product description 127
Product_128,Sports,218.3546171899244,4.176789325108337,353,28.942008401779628,Yes,Sample product description 128
Product_129,Sports,21.009961076857525,1.3719625592925286,748,28.474224208612693,No,Sample product description 129
Product_130,Clothing,141.65190609862358,3.352809067793562,936,43.4205393970691,No,Sample product description 130
Product_131,Sports,275.4007651838248,2.923891559544495,732,18.95638291878235,Yes,Sample product description 131
Product_132,Home,320.40432771481215,3.5693021036209096,579,18.574297182971712,No,Sample product description 132
Product_133,Sports,136.36496586226912,1.2594143779318734,708,30.92635293590928,Yes,Sample product description 133
Product_134,Clothing,78.28447629568383,3.319935149712525,255,31.65363267497565,Yes,Sample product description 134
Product_135,Clothing,419.11581603165655,3.245938351838095,650,23.46426136628952,Yes,Sample product description 135
Product_136,Home,492.3570685447405,3.2426403776646837,823,22.152968116521055,Yes,Sample product description 136
Product_137,Books,267.58818932831605,3.4139506663858192,946,24.707383531894134,No,Sample product description 137
